year,gender,age,value
2009,Women+,90 to 94 years,5033.0
2010,Women+,90 to 94 years,5339.0
2011,Women+,90 to 94 years,5275.0
2012,Women+,90 to 94 years,5356.0
2013,Women+,90 to 94 years,5374.0
2014,Women+,90 to 94 years,5443.0
2015,Women+,90 to 94 years,5516.0
2016,Women+,90 to 94 years,5537.0
2017,Women+,90 to 94 years,5491.0
2018,Women+,90 to 94 years,5530.0
2019,Women+,90 to 94 years,5490.0
2020,Women+,90 to 94 years,5636.0
2021,Women+,90 to 94 years,5640.0
2022,Women+,90 to 94 years,5633.0
2023,Women+,90 to 94 years,5583.0
1991,Women+,95 to 99 years,
1992,Women+,95 to 99 years,
1993,Women+,95 to 99 years,
1994,Women+,95 to 99 years,
1995,Women+,95 to 99 years,
1996,Women+,95 to 99 years,
1997,Women+,95 to 99 years,
1998,Women+,95 to 99 years,
1999,Women+,95 to 99 years,
2000,Women+,95 to 99 years,921.0
2001,Women+,95 to 99 years,953.0
2002,Women+,95 to 99 years,996.0
2003,Women+,95 to 99 years,1058.0
2004,Women+,95 to 99 years,1086.0
2005,Women+,95 to 99 years,1203.0
2006,Women+,95 to 99 years,1331.0
2007,Women+,95 to 99 years,1422.0
2008,Women+,95 to 99 years,1498.0
2009,Women+,95 to 99 years,1544.0
2010,Women+,95 to 99 years,1624.0
2011,Women+,95 to 99 years,1715.0
2012,Women+,95 to 99 years,1783.0
2013,Women+,95 to 99 years,1806.0
2014,Women+,95 to 99 years,1772.0
2015,Women+,95 to 99 years,1857.0
2016,Women+,95 to 99 years,1895.0
2017,Women+,95 to 99 years,1963.0
2018,Women+,95 to 99 years,1990.0
2019,Women+,95 to 99 years,2029.0
2020,Women+,95 to 99 years,2004.0
2021,Women+,95 to 99 years,1980.0
2022,Women+,95 to 99 years,1957.0
2023,Women+,95 to 99 years,1942.0
1991,Women+,100 years and older,
1992,Women+,100 years and older,
1993,Women+,100 years and older,
1994,Women+,100 years and older,
1995,Women+,100 years and older,
1996,Women+,100 years and older,
1997,Women+,100 years and older,
1998,Women+,100 years and older,
1999,Women+,100 years and older,
2000,Women+,100 years and older,121.0
2001,Women+,100 years and older,122.0
2002,Women+,100 years and older,130.0
2003,Women+,100 years and older,134.0
2004,Women+,100 years and older,134.0
2005,Women+,100 years and older,159.0
2006,Women+,100 years and older,182.0
2007,Women+,100 years and older,185.0
2008,Women+,100 years and older,194.0
2009,Women+,100 years and older,229.0
2010,Women+,100 years and older,272.0
2011,Women+,100 years and older,262.0
2012,Women+,100 years and older,276.0
2013,Women+,100 years and older,299.0
2014,Women+,100 years and older,328.0
2015,Women+,100 years and older,352.0
2016,Women+,100 years and older,349.0
2017,Women+,100 years and older,360.0
2018,Women+,100 years and older,371.0
2019,Women+,100 years and older,375.0
2020,Women+,100 years and older,429.0
2021,Women+,100 years and older,422.0
2022,Women+,100 years and older,379.0
2023,Women+,100 years and older,368.0
